TimeString,X,Y,Z,Speed,BatteryStatus,Node,Edge
00:00:05,-83.29396,-68.56147,-4.09559,2,0.8487197,Node (6),Edge (10)
00:00:10,-43.70612,-119.4327,-43.79152,2,0.6913974,Node (6),Edge (10)
00:00:15,-35.72308,-131.7329,-51.68152,2,0.5381324,Node (6),Edge (10)
00:00:20,-35.80058,-131.6136,-51.60497,2,0.3870496,Node (6),Edge (10)
00:00:25,-34.2834,-136.1,-58.72838,2,0.4225468,Node (2),-
00:00:30,-34.2834,-136.1,-58.72838,2,0.4741226,Node (2),-
00:00:35,-34.2834,-136.1,-58.72838,2,0.5263214,Node (2),-
00:00:40,-34.2834,-136.1,-58.72838,2,0.5769614,Node (2),-
00:00:46,-34.2834,-136.1,-58.72838,2,0.6285321,Node (2),-
00:00:51,-34.2834,-136.1,-58.72838,2,0.6795922,Node (2),-
00:00:56,-34.2834,-136.1,-58.72838,2,0.7310707,Node (2),-
00:01:01,-34.2834,-136.1,-58.72838,2,0.7827987,Node (2),-
00:01:06,-34.2834,-136.1,-58.72838,2,0.8335281,Node (2),-
00:01:11,-34.2834,-136.1,-58.72838,2,0.8855258,Node (2),-
00:01:16,-34.2834,-136.1,-58.72838,2,0.9356058,Node (2),-
00:01:21,-34.2834,-136.1,-58.72838,2,0.985938,Node (2),-
00:01:27,2.451783,-128.9397,-48.78873,2,0.9331859,Node (2),Edge (2)
00:01:32,64.27271,-123.3512,-40.11805,2,0.8312404,Node (2),Edge (2)
00:01:37,125.4179,-166.7143,-22.35163,2,0.7286039,Node (2),Edge (2)
00:01:42,146.4179,-178.0916,-20.41529,2,0.628161,Node (2),Edge (2)
00:01:47,138.4979,-175.9905,-18.55106,2,0.5238129,Node (2),Edge (2)
00:01:52,146.0203,-177.8097,-20.53081,2,0.4197956,Node (2),Edge (2)
00:01:57,139.064,-176.392,-18.38657,2,0.3182588,Node (2),Edge (2)
00:02:02,139.9214,-179.2,-18.13745,2,0.2201141,Node (3),-
00:02:08,139.9214,-179.2,-18.13745,2,0.3184797,Node (3),-
00:02:13,139.9214,-179.2,-18.13745,2,0.4205275,Node (3),-
00:02:18,139.9214,-179.2,-18.13745,2,0.5245621,Node (3),-
00:02:23,139.9214,-179.2,-18.13745,2,0.6268821,Node (3),-
00:02:28,139.9214,-179.2,-18.13745,2,0.7275925,Node (3),-
00:02:33,139.9214,-179.2,-18.13745,2,0.8283681,Node (3),-
00:02:38,139.9214,-179.2,-18.13745,2,0.9283737,Node (3),-
00:02:43,147.1862,-164.5805,-15.16272,2,0.9841383,Node (3),Edge (9)
00:02:48,181.0606,-97.9218,0.02238369,2,0.9332585,Node (3),Edge (9)
00:02:53,189.3212,-92.06889,-0.6581106,2,0.8831217,Node (3),Edge (9)
00:02:58,189.1188,-92.46721,-0.7488134,2,0.8320011,Node (3),Edge (9)
00:03:04,182.1564,-95.76545,0.5135651,2,0.7803405,Node (3),Edge (9)
