TimeString,X,Y,Z,Speed,BatteryStatus
00:00:05,-85.27229,-68.44613,-7.831321,2,0.8459759
00:00:10,-47.54738,-117.8465,-45.61901,2,0.695594
00:00:15,16.83881,-127.1801,-50.83355,2,0.5440915
00:00:20,75.2205,-130.3237,-41.10248,2,0.3936613
00:00:25,135.2165,-172.8719,-23.66997,2,0.2424826
00:00:30,141.0375,-179.2,-21.97862,2,0.2698779
00:00:35,141.0375,-179.2,-21.97862,2,0.3200108
00:00:40,141.0375,-179.2,-21.97862,2,0.3701963
00:00:45,141.0375,-179.2,-21.97862,2,0.4201982
00:00:50,141.0375,-179.2,-21.97862,2,0.4703698
00:00:55,141.0375,-179.2,-21.97862,2,0.5209279
00:01:00,141.0375,-179.2,-21.97862,2,0.5712698
00:01:05,141.0375,-179.2,-21.97862,2,0.6214228
00:01:10,141.0375,-179.2,-21.97862,2,0.6714271
00:01:15,141.0375,-179.2,-21.97862,2,0.7218658
00:01:20,141.0375,-179.2,-21.97862,2,0.7723143
00:01:25,141.0375,-179.2,-21.97862,2,0.8224167
00:01:30,141.0375,-179.2,-21.97862,2,0.872705
00:01:35,141.0375,-179.2,-21.97862,2,0.9228769
00:01:40,141.0375,-179.2,-21.97862,2,0.9728863
00:01:45,153.0418,-156.2775,-16.9213,2,0.9650167
00:01:50,188.5789,-94.23558,-0.9771148,2,0.8645861
