TimeString,X,Y,Z,Speed,BatteryStatus
00:00:05,-82.35755,-68.44613,-5.091932,2,0.8459759
00:00:10,-44.73558,-117.8465,-42.77406,2,0.695594
00:00:15,16.28983,-127.1801,-46.8714,2,0.5440915
00:00:20,74.10442,-130.3237,-37.26134,2,0.3936613
00:00:25,134.1004,-172.8719,-19.82883,2,0.2424826
00:00:30,139.9214,-179.2,-18.13749,2,0.2706485
00:00:35,139.9214,-179.2,-18.13749,2,0.3206556
00:00:40,139.9214,-179.2,-18.13749,2,0.3708057
00:00:45,139.9214,-179.2,-18.13749,2,0.420846
00:00:50,139.9214,-179.2,-18.13749,2,0.470909
00:00:55,139.9214,-179.2,-18.13749,2,0.5216641
00:01:00,139.9214,-179.2,-18.13749,2,0.5718203
00:01:05,139.9214,-179.2,-18.13749,2,0.6221578
00:01:10,139.9214,-179.2,-18.13749,2,0.6725817
00:01:15,139.9214,-179.2,-18.13749,2,0.7224559
00:01:20,139.9214,-179.2,-18.13749,2,0.7729758
00:01:25,139.9214,-179.2,-18.13749,2,0.8233012
00:01:30,139.9214,-179.2,-18.13749,2,0.8878108
00:01:35,139.9214,-179.2,-18.13749,2,0.92365
00:01:40,139.9214,-179.2,-18.13749,2,0.9735345
00:01:45,151.4056,-156.2775,-13.27126,2,0.9656646
00:01:50,186.9203,-94.23558,2.662798,2,0.8637608
