TimeString,X,Y,Z,Speed,BatteryStatus
00:00:00,-137,-74.92,46,2,1
00:00:00,-134.8411,-74.91123,50.75132,2,0.9997914
00:00:00,-133.5421,-74.75121,49.36909,2,0.9959841
00:00:00,-133.4068,-74.73454,49.22516,2,0.9955877
00:00:00,-133.3102,-74.72264,49.12236,2,0.9953045
00:00:00,-133.2368,-74.71361,49.04432,2,0.9950896
00:00:00,-133.1688,-74.70522,48.97189,2,0.9948901
00:00:00,-133.0971,-74.6964,48.89567,2,0.9946802
00:00:00,-133.0234,-74.68732,48.81724,2,0.9944642
00:00:00,-132.9436,-74.67748,48.73228,2,0.9942302
00:00:00,-132.8724,-74.66872,48.65655,2,0.9940215
00:00:00,-132.8045,-74.66035,48.58435,2,0.9938227
00:00:00,-132.7324,-74.65147,48.50764,2,0.9936114
00:00:00,-132.6579,-74.6423,48.42839,2,0.9933931
00:00:00,-132.587,-74.63356,48.35291,2,0.9931852
00:00:00,-132.5165,-74.62487,48.27787,2,0.9929785
00:00:00,-132.4393,-74.61536,48.19577,2,0.9927523
00:00:00,-132.3685,-74.60664,48.12046,2,0.9925449
00:00:00,-132.3001,-74.59821,48.04764,2,0.9923443
00:00:00,-132.2266,-74.58916,47.9694,2,0.9921288
00:00:00,-132.1396,-74.57845,47.87687,2,0.991874
00:00:00,-132.0684,-74.56967,47.80108,2,0.9916652
00:00:00,-132.0001,-74.56126,47.7284,2,0.991465
00:00:00,-131.929,-74.55251,47.6528,2,0.9912568
00:00:00,-131.8636,-74.54444,47.58313,2,0.9910648
00:00:00,-131.8011,-74.53675,47.51672,2,0.9908819
00:00:00,-131.7339,-74.52847,47.44522,2,0.990685
00:00:00,-131.6547,-74.51871,47.36089,2,0.9904527
00:00:00,-131.5856,-74.51019,47.28735,2,0.9902502
00:00:00,-131.5217,-74.50232,47.21937,2,0.990063
00:00:00,-131.4467,-74.49308,47.13956,2,0.9898431
00:00:00,-131.3791,-74.48476,47.06769,2,0.9896452
00:00:00,-131.3049,-74.47562,46.98872,2,0.9894277
00:00:00,-131.235,-74.46701,46.91436,2,0.9892229
00:00:00,-131.1667,-74.45859,46.84164,2,0.9890226
00:00:00,-131.0894,-74.44907,46.75942,2,0.9887961
00:00:00,-131.0178,-74.44025,46.68324,2,0.9885863
00:00:00,-130.9478,-74.43162,46.6087,2,0.988381
00:00:00,-130.8694,-74.42196,46.5253,2,0.9881513
00:00:00,-130.7973,-74.41308,46.44856,2,0.9879399
00:00:00,-130.7248,-74.40414,46.37141,2,0.9877274
00:00:00,-130.6475,-74.39463,46.28923,2,0.987501
00:00:00,-130.579,-74.38618,46.21629,2,0.9873002
00:00:00,-130.5014,-74.37663,46.1337,2,0.9870726
00:00:00,-130.4319,-74.36807,46.05982,2,0.9868692
00:00:00,-130.3566,-74.3588,45.97969,2,0.9866484
00:00:00,-130.2888,-74.35044,45.90751,2,0.9864497
00:00:00,-130.2182,-74.34175,45.83242,2,0.9862428
00:00:00,-130.1516,-74.33354,45.76152,2,0.9860475
00:00:00,-130.0676,-74.3232,45.67222,2,0.9858016
00:00:00,-129.9952,-74.31428,45.5951,2,0.9855891
00:00:00,-129.9039,-74.30304,45.49804,2,0.9853218
00:00:00,-129.8311,-74.29406,45.4205,2,0.9851082
00:00:00,-129.757,-74.28493,45.34167,2,0.9848911
00:00:00,-129.6891,-74.27658,45.26952,2,0.9846923
00:00:00,-129.6205,-74.26812,45.19646,2,0.9844911
00:00:00,-129.5387,-74.25804,45.10938,2,0.9842513
00:00:00,-129.467,-74.24922,45.03318,2,0.9840413
00:00:00,-129.398,-74.24072,44.95977,2,0.9838392
00:00:00,-129.3362,-74.2331,44.89393,2,0.9836578
00:00:00,-129.2708,-74.22504,44.82433,2,0.9834661
00:00:00,-129.2058,-74.21705,44.75525,2,0.9832758
00:00:00,-129.1389,-74.2088,44.68401,2,0.9830796
00:00:00,-129.0711,-74.20045,44.6119,2,0.9828809
00:00:00,-129.0107,-74.19302,44.54765,2,0.982704
00:00:00,-128.9446,-74.18488,44.47732,2,0.9825103
00:00:00,-128.8804,-74.17697,44.40905,2,0.9823222
00:00:00,-128.8145,-74.16885,44.33889,2,0.982129
00:00:00,-128.7407,-74.15975,44.26037,2,0.9819127
00:00:00,-128.6757,-74.15174,44.19119,2,0.9817221
00:00:00,-128.6135,-74.14407,44.125,2,0.9815398
00:00:00,-128.5469,-74.13587,44.05415,2,0.9813446
00:00:00,-128.4839,-74.12811,43.98711,2,0.98116
00:00:00,-128.4223,-74.12052,43.92155,2,0.9809794
00:00:00,-128.3589,-74.11272,43.85418,2,0.9807939
00:00:00,-128.2884,-74.10403,43.77908,2,0.980587
00:00:00,-128.2209,-74.09571,43.70725,2,0.9803892
00:00:00,-128.1501,-74.08699,43.63192,2,0.9801817
00:00:00,-128.0895,-74.07954,43.56751,2,0.9800043
00:00:00,-128.0292,-74.07211,43.50336,2,0.9798276
00:00:00,-127.956,-74.0631,43.42548,2,0.9796131
00:00:00,-127.893,-74.05533,43.35837,2,0.9794283
00:00:00,-127.8287,-74.04741,43.28997,2,0.9792399
00:00:00,-127.7498,-74.0377,43.2061,2,0.9790089
00:00:00,-127.6832,-74.02949,43.13521,2,0.9788136
00:00:00,-127.6206,-74.02177,43.06855,2,0.97863
00:00:00,-127.557,-74.01394,43.00092,2,0.9784437
00:00:00,-127.4927,-74.00601,42.93247,2,0.9782552
00:00:00,-127.4327,-73.99863,42.86869,2,0.9780795
00:00:00,-127.368,-73.99066,42.79987,2,0.9778899
00:00:00,-127.306,-73.98302,42.73383,2,0.977708
00:00:00,-127.2311,-73.97379,42.65417,2,0.9774886
00:00:00,-127.0841,-73.95568,42.49772,2,0.9770576
00:00:00,-126.9364,-73.93749,42.34064,2,0.976625
00:00:00,-126.7984,-73.92048,42.19371,2,0.9762203
00:00:00,-126.6553,-73.90285,42.04144,2,0.9758008
00:00:00,-126.5293,-73.88734,41.90744,2,0.9754317
