TimeString,X,Y,Z,Speed,BatteryStatus
00:00:00,-133,-74.92,46,2,1
00:00:00,-137.7559,-74.91123,48.01194,2,0.9997914
00:00:00,-136.4568,-74.75121,46.62971,2,0.9959841
00:00:00,-136.3215,-74.73454,46.48577,2,0.9955877
00:00:00,-136.2249,-74.72264,46.38297,2,0.9953045
00:00:00,-136.1516,-74.71361,46.30493,2,0.9950896
00:00:00,-136.0835,-74.70522,46.2325,2,0.9948901
00:00:00,-136.0119,-74.6964,46.15628,2,0.9946802
00:00:00,-135.9382,-74.68732,46.07785,2,0.9944642
00:00:00,-135.8583,-74.67748,45.9929,2,0.9942302
00:00:00,-135.7871,-74.66872,45.91716,2,0.9940215
00:00:00,-135.7193,-74.66035,45.84496,2,0.9938227
00:00:00,-135.6472,-74.65147,45.76826,2,0.9936114
00:00:00,-135.5727,-74.6423,45.689,2,0.9933931
00:00:00,-135.5018,-74.63356,45.61353,2,0.9931852
00:00:00,-135.4312,-74.62487,45.53848,2,0.9929785
00:00:00,-135.3541,-74.61536,45.45638,2,0.9927523
00:00:00,-135.2833,-74.60664,45.38107,2,0.9925449
00:00:00,-135.2149,-74.59821,45.30825,2,0.9923443
00:00:00,-135.1413,-74.58916,45.23001,2,0.9921288
00:00:00,-135.0544,-74.57845,45.13748,2,0.991874
00:00:00,-134.9831,-74.56967,45.06169,2,0.9916652
00:00:00,-134.9148,-74.56126,44.98901,2,0.991465
00:00:00,-134.8438,-74.55251,44.91341,2,0.9912568
00:00:00,-134.7783,-74.54444,44.84374,2,0.9910648
00:00:00,-134.7159,-74.53675,44.77733,2,0.9908819
00:00:00,-134.6487,-74.52847,44.70584,2,0.990685
00:00:00,-134.5694,-74.51871,44.6215,2,0.9904527
00:00:00,-134.5003,-74.51019,44.54797,2,0.9902502
00:00:00,-134.4364,-74.50232,44.47998,2,0.990063
00:00:00,-134.3614,-74.49308,44.40017,2,0.9898431
00:00:00,-134.2939,-74.48476,44.3283,2,0.9896452
00:00:00,-134.2197,-74.47562,44.24934,2,0.9894277
00:00:00,-134.1498,-74.46701,44.17497,2,0.9892229
00:00:00,-134.0814,-74.45859,44.10225,2,0.9890226
00:00:00,-134.0042,-74.44907,44.02003,2,0.9887961
00:00:00,-133.9326,-74.44025,43.94386,2,0.9885863
00:00:00,-133.8625,-74.43162,43.86931,2,0.988381
00:00:00,-133.7841,-74.42196,43.78591,2,0.9881513
00:00:00,-133.712,-74.41308,43.70917,2,0.9879399
00:00:00,-133.6395,-74.40414,43.63202,2,0.9877274
00:00:00,-133.5623,-74.39463,43.54984,2,0.987501
00:00:00,-133.4937,-74.38618,43.4769,2,0.9873002
00:00:00,-133.4161,-74.37663,43.39431,2,0.9870726
00:00:00,-133.3467,-74.36807,43.32043,2,0.9868692
00:00:00,-133.2714,-74.3588,43.2403,2,0.9866484
00:00:00,-133.2035,-74.35044,43.16812,2,0.9864497
00:00:00,-133.1329,-74.34175,43.09303,2,0.9862428
00:00:00,-133.0663,-74.33354,43.02213,2,0.9860475
00:00:00,-132.9824,-74.3232,42.93283,2,0.9858016
00:00:00,-132.9099,-74.31428,42.85571,2,0.9855891
00:00:00,-132.8187,-74.30304,42.75865,2,0.9853218
00:00:00,-132.7458,-74.29406,42.68111,2,0.9851082
00:00:00,-132.6717,-74.28493,42.60228,2,0.9848911
00:00:00,-132.6039,-74.27658,42.53013,2,0.9846923
00:00:00,-132.5352,-74.26812,42.45707,2,0.9844911
00:00:00,-132.4534,-74.25804,42.36999,2,0.9842513
00:00:00,-132.3818,-74.24922,42.29379,2,0.9840413
00:00:00,-132.3128,-74.24072,42.22038,2,0.9838392
00:00:00,-132.2509,-74.2331,42.15454,2,0.9836578
00:00:00,-132.1855,-74.22504,42.08494,2,0.9834661
00:00:00,-132.1206,-74.21705,42.01586,2,0.9832758
00:00:00,-132.0536,-74.2088,41.94463,2,0.9830796
00:00:00,-131.9858,-74.20045,41.87251,2,0.9828809
00:00:00,-131.9255,-74.19302,41.80826,2,0.982704
00:00:00,-131.8594,-74.18488,41.73793,2,0.9825103
00:00:00,-131.7952,-74.17697,41.66966,2,0.9823222
00:00:00,-131.7293,-74.16885,41.5995,2,0.982129
00:00:00,-131.6555,-74.15975,41.52098,2,0.9819127
00:00:00,-131.5904,-74.15174,41.45181,2,0.9817221
00:00:00,-131.5282,-74.14407,41.3856,2,0.9815398
00:00:00,-131.4616,-74.13587,41.31476,2,0.9813446
00:00:00,-131.3986,-74.12811,41.24772,2,0.98116
00:00:00,-131.337,-74.12052,41.18216,2,0.9809794
00:00:00,-131.2737,-74.11272,41.11479,2,0.9807939
00:00:00,-131.2031,-74.10403,41.03969,2,0.980587
00:00:00,-131.1356,-74.09571,40.96786,2,0.9803892
00:00:00,-131.0648,-74.08699,40.89253,2,0.9801817
00:00:00,-131.0043,-74.07954,40.82813,2,0.9800043
00:00:00,-130.944,-74.07211,40.76398,2,0.9798276
00:00:00,-130.8708,-74.0631,40.68609,2,0.9796131
00:00:00,-130.8077,-74.05533,40.61898,2,0.9794283
00:00:00,-130.7434,-74.04741,40.55059,2,0.9792399
00:00:00,-130.6646,-74.0377,40.46671,2,0.9790089
00:00:00,-130.598,-74.02949,40.39582,2,0.9788136
00:00:00,-130.5353,-74.02177,40.32917,2,0.97863
00:00:00,-130.4718,-74.01394,40.26153,2,0.9784437
00:00:00,-130.4074,-74.00601,40.19308,2,0.9782552
00:00:00,-130.3475,-73.99863,40.12931,2,0.9780795
00:00:00,-130.2828,-73.99066,40.06048,2,0.9778899
00:00:00,-130.2207,-73.98302,39.99445,2,0.977708
00:00:00,-130.1459,-73.97379,39.91478,2,0.9774886
00:00:00,-129.9988,-73.95568,39.75834,2,0.9770576
00:00:00,-129.8512,-73.93749,39.60125,2,0.976625
00:00:00,-129.7131,-73.92048,39.45433,2,0.9762203
00:00:00,-129.57,-73.90285,39.30206,2,0.9758008
00:00:00,-129.4441,-73.88734,39.16805,2,0.9754317
00:00:00,-129.3164,-73.87161,39.03226,2,0.9750577
00:00:00,-129.1814,-73.85498,38.88861,2,0.9746621
00:00:00,-129.0439,-73.83804,38.74224,2,0.9742589
00:00:00,-128.9241,-73.82329,38.61483,2,0.9739079
00:00:00,-128.7945,-73.80732,38.47688,2,0.973528
00:00:00,-128.6404,-73.78834,38.31295,2,0.9730764
00:00:00,-128.4795,-73.76852,38.14172,2,0.9726048
00:00:00,-128.3237,-73.74933,37.97597,2,0.9721482
00:00:00,-128.1808,-73.73172,37.82388,2,0.9717293
00:00:00,-128.0244,-73.71246,37.65751,2,0.9712711
00:00:00,-127.834,-73.689,37.45495,2,0.9707131
00:00:00,-127.6919,-73.6715,37.30377,2,0.9702967
00:00:01,-127.5489,-73.65388,37.15154,2,0.9698774
00:00:01,-127.4089,-73.63663,37.0026,2,0.9694672
00:00:01,-127.2348,-73.61519,36.81737,2,0.9689569
00:00:01,-127.0741,-73.59539,36.64634,2,0.9684859
00:00:01,-126.8995,-73.57388,36.46057,2,0.9679742
00:00:01,-126.7649,-73.55731,36.31741,2,0.9675798
00:00:01,-126.5809,-73.53465,36.12165,2,0.9670407
00:00:01,-126.4292,-73.51595,35.96017,2,0.9665959
00:00:01,-126.252,-73.49413,35.77169,2,0.9660767
00:00:01,-126.1158,-73.47735,35.62672,2,0.9656774
00:00:01,-125.9341,-73.45497,35.43346,2,0.9651451
00:00:01,-125.7923,-73.4375,35.28255,2,0.9647295
00:00:01,-125.6402,-73.41876,35.12074,2,0.9642838
00:00:01,-125.4776,-73.39873,34.94769,2,0.9638071
00:00:01,-125.3114,-73.37826,34.77088,2,0.9633201
00:00:01,-125.1703,-73.36087,34.62072,2,0.9629065
00:00:01,-124.9883,-73.33845,34.42705,2,0.9623731
00:00:01,-124.8398,-73.32015,34.26903,2,0.9619379
00:00:01,-124.6978,-73.30266,34.11793,2,0.9615217
00:00:01,-124.5518,-73.28468,33.96266,2,0.961094
00:00:01,-124.405,-73.26659,33.80643,2,0.9606637
00:00:01,-124.2497,-73.24747,33.64124,2,0.9602087
00:00:01,-124.0895,-73.22773,33.47077,2,0.9597391
00:00:01,-123.9405,-73.20937,33.31218,2,0.9593022
00:00:01,-123.7665,-73.18794,33.12705,2,0.9587923
00:00:01,-123.6071,-73.16831,32.95747,2,0.9583253
00:00:01,-123.4294,-73.14642,32.76842,2,0.9578046
00:00:01,-123.2433,-73.12349,32.57034,2,0.957259
00:00:01,-123.1019,-73.10607,32.41988,2,0.9568446
00:00:01,-122.9342,-73.08541,32.24144,2,0.9563531
00:00:01,-122.7868,-73.06725,32.08459,2,0.9559211
00:00:01,-122.6473,-73.05007,31.93621,2,0.9555123
00:00:01,-122.5039,-73.03241,31.78364,2,0.9550921
00:00:01,-122.3679,-73.01566,31.63896,2,0.9546936
00:00:01,-122.2166,-72.99702,31.47796,2,0.9542502
00:00:01,-122.0616,-72.97794,31.31305,2,0.953796
00:00:01,-121.9198,-72.96047,31.16218,2,0.9533804
00:00:01,-121.7423,-72.93861,30.9733,2,0.9528602
00:00:01,-121.6109,-72.92242,30.8335,2,0.9524751
00:00:01,-121.4507,-72.90268,30.663,2,0.9520054
00:00:01,-121.3022,-72.88438,30.50499,2,0.9515702
00:00:01,-121.1594,-72.8668,30.35309,2,0.9511518
00:00:01,-120.9763,-72.84425,30.1583,2,0.9506153
00:00:01,-120.801,-72.82264,29.9717,2,0.9501013
00:00:01,-120.6527,-72.80438,29.81398,2,0.9496669
00:00:01,-120.487,-72.78396,29.63758,2,0.9491811
00:00:01,-120.3396,-72.76581,29.48083,2,0.9487493
00:00:01,-120.1942,-72.74789,29.32608,2,0.9483231
00:00:01,-120.0412,-72.72904,29.16324,2,0.9478745
00:00:01,-119.8831,-72.70958,28.99511,2,0.9474114
00:00:01,-119.7234,-72.6899,28.8251,2,0.9469432
00:00:01,-119.5829,-72.67259,28.67564,2,0.9465315
00:00:01,-119.4314,-72.65393,28.51445,2,0.9460875
00:00:01,-119.2128,-72.62701,28.28187,2,0.9454468
00:00:01,-119.0869,-72.6115,28.14788,2,0.9450778
00:00:01,-118.9609,-72.59597,28.01379,2,0.9447084
00:00:01,-118.8166,-72.5782,27.8603,2,0.9442856
