TimeString,X,Y,Z,Speed,BatteryStatus
00:00:00,-135,-74.92,48,2,1
00:00:00,-134.9288,-74.91123,47.92426,2,0.9997914
00:00:00,-133.6297,-74.75121,46.54203,2,0.9959841
00:00:00,-133.4945,-74.73454,46.39809,2,0.9955877
00:00:00,-133.3979,-74.72264,46.29529,2,0.9953045
00:00:00,-133.3245,-74.71361,46.21725,2,0.9950896
00:00:00,-133.2564,-74.70522,46.14482,2,0.9948901
00:00:00,-133.1848,-74.6964,46.0686,2,0.9946802
00:00:00,-133.1111,-74.68732,45.99017,2,0.9944642
00:00:00,-133.0313,-74.67748,45.90522,2,0.9942302
00:00:00,-132.9601,-74.66872,45.82948,2,0.9940215
00:00:00,-132.8922,-74.66035,45.75728,2,0.9938227
00:00:00,-132.8201,-74.65147,45.68058,2,0.9936114
00:00:00,-132.7456,-74.6423,45.60132,2,0.9933931
00:00:00,-132.6747,-74.63356,45.52584,2,0.9931852
00:00:00,-132.6042,-74.62487,45.4508,2,0.9929785
00:00:00,-132.527,-74.61536,45.3687,2,0.9927523
00:00:00,-132.4562,-74.60664,45.29339,2,0.9925449
00:00:00,-132.3878,-74.59821,45.22057,2,0.9923443
00:00:00,-132.3143,-74.58916,45.14233,2,0.9921288
00:00:00,-132.2273,-74.57845,45.0498,2,0.991874
00:00:00,-132.1561,-74.56967,44.97401,2,0.9916652
00:00:00,-132.0878,-74.56126,44.90133,2,0.991465
00:00:00,-132.0167,-74.55251,44.82573,2,0.9912568
00:00:00,-131.9512,-74.54444,44.75606,2,0.9910648
00:00:00,-131.8888,-74.53675,44.68965,2,0.9908819
00:00:00,-131.8216,-74.52847,44.61816,2,0.990685
00:00:00,-131.7424,-74.51871,44.53382,2,0.9904527
00:00:00,-131.6733,-74.51019,44.46029,2,0.9902502
00:00:00,-131.6094,-74.50232,44.3923,2,0.990063
00:00:00,-131.5344,-74.49308,44.31249,2,0.9898431
00:00:00,-131.4668,-74.48476,44.24062,2,0.9896452
00:00:00,-131.3926,-74.47562,44.16166,2,0.9894277
00:00:00,-131.3227,-74.46701,44.08729,2,0.9892229
00:00:00,-131.2544,-74.45859,44.01457,2,0.9890226
00:00:00,-131.1771,-74.44907,43.93235,2,0.9887961
00:00:00,-131.1055,-74.44025,43.85617,2,0.9885863
00:00:00,-131.0354,-74.43162,43.78163,2,0.988381
00:00:00,-130.9571,-74.42196,43.69823,2,0.9881513
00:00:00,-130.8849,-74.41308,43.62149,2,0.9879399
00:00:00,-130.8124,-74.40414,43.54435,2,0.9877274
00:00:00,-130.7352,-74.39463,43.46216,2,0.987501
00:00:00,-130.6667,-74.38618,43.38923,2,0.9873002
