TimeString,X,Y,Z,Speed,BatteryStatus
00:00:05,-82.51141,-68.46509,-4.92821,2,0.8464268,Node (6),Edge (10)
00:00:10,-43.44972,-119.8277,-44.04493,2,0.6915835,Node (6),Edge (10)
00:00:15,17.53853,-127.0213,-46.69838,2,0.53583,Node (2),Edge (2)
00:00:20,88.9655,-140.8629,-32.94328,2,0.3778841,Node (2),Edge (2)
00:00:25,139.9214,-179.2,-18.13747,2,0.2530439,Node (3),-
00:00:30,139.9214,-179.2,-18.13747,2,0.3035654,Node (3),-
00:00:36,139.9214,-179.2,-18.13747,2,0.3551118,Node (3),-
00:00:41,139.9214,-179.2,-18.13747,2,0.4049357,Node (3),-
00:00:46,139.9214,-179.2,-18.13747,2,0.4554379,Node (3),-
00:00:51,139.9214,-179.2,-18.13747,2,0.5070381,Node (3),-
00:00:56,139.9214,-179.2,-18.13747,2,0.5570133,Node (3),-
00:01:01,139.9214,-179.2,-18.13747,2,0.6081735,Node (3),-
00:01:06,139.9214,-179.2,-18.13747,2,0.6594845,Node (3),-
00:01:11,139.9214,-179.2,-18.13747,2,0.7095785,Node (3),-
00:01:16,139.9214,-179.2,-18.13747,2,0.7604873,Node (3),-
00:01:21,139.9214,-179.2,-18.13747,2,0.8119007,Node (3),-
00:01:26,139.9214,-179.2,-18.13747,2,0.8629438,Node (3),-
00:01:32,139.9214,-179.2,-18.13747,2,0.917056,Node (3),-
00:01:37,139.9214,-179.2,-18.13747,2,0.9677892,Node (3),-
00:01:42,147.4375,-164.0859,-15.05005,2,0.9748664,Node (3),Edge (9)
00:01:47,181.7528,-96.55974,0.3326659,2,0.8721066,Node (3),Edge (9)
00:01:52,242.8643,-103.0075,23.75948,2,0.7707358,Node (3),Edge (9)
