TimeString,X,Y,Z,Speed,BatteryStatus,Node,Edge
00:00:05,-115.3027,-49.67448,103.6506,2,0.8496302,Node (7),Edge (13)
00:00:10,-40.35028,-53.35149,107.1771,2,0.6993796,Node (7),Edge (13)
00:00:15,34.54885,-57.02589,110.701,2,0.5492362,Node (7),Edge (13)
00:00:20,109.4753,-60.7016,114.2261,2,0.3990375,Node (7),Edge (13)
00:00:25,117.5962,-63.3,114.6082,2,0.4296926,Node (1),-
00:00:30,117.5962,-63.3,114.6082,2,0.4797811,Node (1),-
00:00:35,117.5962,-63.3,114.6082,2,0.5299709,Node (1),-
00:00:40,117.5962,-63.3,114.6082,2,0.5799831,Node (1),-
00:00:45,117.5962,-63.3,114.6082,2,0.6304675,Node (1),-
00:00:50,117.5962,-63.3,114.6082,2,0.6809646,Node (1),-
00:00:55,117.5962,-63.3,114.6082,2,0.7310535,Node (1),-
00:01:00,117.5962,-63.3,114.6082,2,0.7818805,Node (1),-
00:01:05,117.5962,-63.3,114.6082,2,0.8334037,Node (1),-
00:01:10,117.5962,-63.3,114.6082,2,0.8839344,Node (1),-
00:01:15,117.5962,-63.3,114.6082,2,0.9339557,Node (1),-
00:01:20,117.5962,-63.3,114.6082,2,0.9852908,Node (1),-
00:01:25,158.0827,-59.13497,88.38746,2,0.9333489,Node (1),Edge (8)
00:01:30,210.9877,-84.46504,46.35715,2,0.8332486,Node (1),Edge (8)
