TimeString,X,Y,Z,Speed,BatteryStatus,Node,Edge
00:00:05,-81.58768,-68.3405,-8.83145,2,0.8434625,Node (6),Edge (10)
00:00:10,-64.01848,-88.10999,-26.52789,2,0.6918162,Node (6),Edge (10)
00:00:15,-21.68503,-132.2959,-54.15213,2,0.5343025,Node (2),Edge (2)
00:00:20,54.58941,-122.5967,-43.58389,2,0.3790794,Node (2),Edge (2)
00:00:25,118.7058,-160.1964,-26.38462,2,0.2223726,Node (2),Edge (2)
00:00:31,142.4,-179.2,-19.5,2,0.155623,Node (3),-
00:00:36,142.4,-179.2,-19.5,2,0.2067394,Node (3),-
00:00:41,142.4,-179.2,-19.5,2,0.2578367,Node (3),-
00:00:46,142.4,-179.2,-19.5,2,0.3075785,Node (3),-
00:00:51,142.4,-179.2,-19.5,2,0.358378,Node (3),-
00:00:56,142.4,-179.2,-19.5,2,0.40931,Node (3),-
00:01:01,142.4,-179.2,-19.5,2,0.4593942,Node (3),-
00:01:06,142.4,-179.2,-19.5,2,0.5102859,Node (3),-
00:01:11,142.4,-179.2,-19.5,2,0.5612224,Node (3),-
00:01:16,142.4,-179.2,-19.5,2,0.6115984,Node (3),-
00:01:21,142.4,-179.2,-19.5,2,0.662195,Node (3),-
00:01:26,142.4,-179.2,-19.5,2,0.7126106,Node (3),-
00:01:32,142.4,-179.2,-19.5,2,0.7649723,Node (3),-
00:01:37,142.4,-179.2,-19.5,2,0.8168954,Node (3),-
00:01:42,142.4,-179.2,-19.5,2,0.8684418,Node (3),-
00:01:47,142.4,-179.2,-19.5,2,0.9206566,Node (3),-
00:01:52,142.4,-179.2,-19.5,2,0.9743411,Node (3),-
00:01:58,155.6577,-153.1114,-13.55692,2,0.9579142,Node (3),Edge (9)
00:02:03,184.7655,-95.83253,-0.508579,2,0.8572313,Node (3),Edge (9)
00:02:08,230.6429,-101.3495,20.38831,2,0.7527344,Node (3),Edge (9)
