TimeString,X,Y,Z,Speed,BatteryStatus
00:00:05,-86.57976,-68.60718,-6.440158,2,0.8498075,Node (6),Edge (10)
00:00:10,-48.21803,-116.8131,-44.95618,2,0.699424,Node (6),Edge (10)
00:00:15,15.03995,-127.4088,-51.08277,2,0.548701,Node (2),Edge (2)
00:00:20,84.63981,-137.0037,-38.3656,2,0.3984153,Node (2),Edge (2)
00:00:25,141.0375,-179.2,-21.97862,2,0.2599359,Node (3),-
00:00:30,141.0375,-179.2,-21.97862,2,0.31,Node (3),-
00:00:35,141.0375,-179.2,-21.97862,2,0.3600617,Node (3),-
00:00:40,141.0375,-179.2,-21.97862,2,0.4103676,Node (3),-
00:00:45,141.0375,-179.2,-21.97862,2,0.4605737,Node (3),-
00:00:50,141.0375,-179.2,-21.97862,2,0.5106639,Node (3),-
00:00:55,141.0375,-179.2,-21.97862,2,0.560751,Node (3),-
00:01:00,141.0375,-179.2,-21.97862,2,0.6109089,Node (3),-
00:01:05,141.0375,-179.2,-21.97862,2,0.6611392,Node (3),-
00:01:10,141.0375,-179.2,-21.97862,2,0.7113717,Node (3),-
00:01:15,141.0375,-179.2,-21.97862,2,0.7614152,Node (3),-
00:01:20,141.0375,-179.2,-21.97862,2,0.8114421,Node (3),-
00:01:25,141.0375,-179.2,-21.97862,2,0.8614854,Node (3),-
00:01:30,141.0375,-179.2,-21.97862,2,0.9115137,Node (3),-
00:01:35,141.0375,-179.2,-21.97862,2,0.9616176,Node (3),-
00:01:40,148.905,-164.4181,-18.77575,2,0.9774406,Node (3),Edge (9)
00:01:45,182.7718,-97.77436,-3.594068,2,0.8757323,Node (3),Edge (9)
