TimeString,X,Y,Z,Speed,BatteryStatus
00:00:05,-83.75269,-68.60718,-6.527838,2,0.8498075,Node (6),Edge (10)
00:00:10,-45.38966,-116.8131,-44.9396,2,0.699424,Node (6),Edge (10)
00:00:15,16.74654,-127.4088,-48.82721,2,0.548701,Node (2),Edge (2)
00:00:20,86.00233,-137.0037,-35.88699,2,0.3984153,Node (2),Edge (2)
00:00:25,142.4,-179.2,-19.5,2,0.2603658,Node (3),-
00:00:30,142.4,-179.2,-19.5,2,0.3103376,Node (3),-
00:00:35,142.4,-179.2,-19.5,2,0.3603702,Node (3),-
00:00:40,142.4,-179.2,-19.5,2,0.4106444,Node (3),-
00:00:45,142.4,-179.2,-19.5,2,0.4608368,Node (3),-
00:00:50,142.4,-179.2,-19.5,2,0.5109161,Node (3),-
00:00:55,142.4,-179.2,-19.5,2,0.5609775,Node (3),-
00:01:00,142.4,-179.2,-19.5,2,0.6112382,Node (3),-
00:01:05,142.4,-179.2,-19.5,2,0.6613877,Node (3),-
00:01:10,142.4,-179.2,-19.5,2,0.711602,Node (3),-
00:01:15,142.4,-179.2,-19.5,2,0.7616667,Node (3),-
00:01:20,142.4,-179.2,-19.5,2,0.811698,Node (3),-
00:01:25,142.4,-179.2,-19.5,2,0.8617678,Node (3),-
00:01:30,142.4,-179.2,-19.5,2,0.9117848,Node (3),-
00:01:35,142.4,-179.2,-19.5,2,0.961874,Node (3),-
00:01:40,149.9119,-164.4181,-16.13261,2,0.9767869,Node (3),Edge (9)
00:01:45,183.7787,-97.77436,-0.9509352,2,0.8757257,Node (3),Edge (9)
