TimeString,X,Y,Z,Speed,BatteryStatus,Node,Edge
00:00:05,-86.06206,-68.54341,-6.991013,2,0.8482903,Node (6),Edge (10)
00:00:10,-46.85354,-118.9155,-46.30476,2,0.6936831,Node (6),Edge (10)
00:00:15,17.98287,-127.0346,-50.67503,2,0.5379625,Node (2),Edge (2)
00:00:20,87.45557,-139.0006,-37.54744,2,0.384886,Node (2),Edge (2)
00:00:25,143.7625,-179.2,-17.02139,2,0.2486471,Node (3),-
00:00:30,143.7625,-179.2,-17.02139,2,0.2998842,Node (3),-
00:00:35,143.7625,-179.2,-17.02139,2,0.3505331,Node (3),-
00:00:40,143.7625,-179.2,-17.02139,2,0.4014549,Node (3),-
00:00:45,143.7625,-179.2,-17.02139,2,0.4529372,Node (3),-
00:00:51,143.7625,-179.2,-17.02139,2,0.5036296,Node (3),-
00:00:56,143.7625,-179.2,-17.02139,2,0.5539184,Node (3),-
00:01:01,143.7625,-179.2,-17.02139,2,0.6045136,Node (3),-
00:01:06,143.7625,-179.2,-17.02139,2,0.6558074,Node (3),-
00:01:11,143.7625,-179.2,-17.02139,2,0.7066945,Node (3),-
00:01:16,143.7625,-179.2,-17.02139,2,0.7571642,Node (3),-
00:01:21,143.7625,-179.2,-17.02139,2,0.807769,Node (3),-
00:01:26,143.7625,-179.2,-17.02139,2,0.8591667,Node (3),-
00:01:31,143.7625,-179.2,-17.02139,2,0.909256,Node (3),-
00:01:36,143.7625,-179.2,-17.02139,2,0.9593537,Node (3),-
00:01:41,147.2124,-167.7487,-19.53447,2,0.9825236,Node (3),Edge (9)
00:01:46,180.76,-101.7331,-4.495883,2,0.8817736,Node (3),Edge (9)
