TimeString,X,Y,Z,Speed,BatteryStatus,Node,Edge
00:00:05,-115.2665,-48.3425,106.2085,2,0.8495817,Node (7),Edge (13)
00:00:10,-40.35464,-52.41331,109.5562,2,0.6993876,Node (7),Edge (13)
00:00:15,34.59908,-56.48637,112.9058,2,0.5491098,Node (7),Edge (13)
00:00:20,109.9479,-60.58093,116.2731,2,0.3980394,Node (7),Edge (13)
00:00:25,119.5,-63.3,116.7,2,0.4226775,Node (1),-
00:00:30,119.5,-63.3,116.7,2,0.4731109,Node (1),-
00:00:35,119.5,-63.3,116.7,2,0.5230504,Node (1),-
00:00:40,119.5,-63.3,116.7,2,0.5749454,Node (1),-
00:00:45,119.5,-63.3,116.7,2,0.6270066,Node (1),-
00:00:50,119.5,-63.3,116.7,2,0.6788632,Node (1),-
00:00:55,119.5,-63.3,116.7,2,0.7309353,Node (1),-
00:01:00,119.5,-63.3,116.7,2,0.7843618,Node (1),-
00:01:05,119.5,-63.3,116.7,2,0.8347378,Node (1),-
00:01:11,119.5,-63.3,116.7,2,0.8873113,Node (1),-
00:01:16,119.5,-63.3,116.7,2,0.9406707,Node (1),-
00:01:21,119.5,-63.3,116.7,2,0.9918131,Node (1),-
00:01:26,163.3078,-58.88827,87.28842,2,0.9273252,Node (1),Edge (8)
00:01:31,216.4622,-86.3567,44.32143,2,0.8264798,Node (1),Edge (8)
