TimeString,X,Y,Z,Speed,BatteryStatus
00:00:05,-85.11272,-68.42647,-8.001094,2,0.8455081
00:00:10,-81.63469,-67.99804,-11.7018,2,0.6916776
00:00:15,-72.40924,-67.55811,-15.67706,2,0.538583
00:00:20,-73.54075,-67.69749,-14.47313,2,0.3835348
00:00:25,-48.46758,-116.4286,-44.70953,2,0.2326458
00:00:30,-31.47162,-136.1,-55.88344,2,0.1805438
00:00:35,-31.47162,-136.1,-55.88344,2,0.231365
00:00:40,-31.47162,-136.1,-55.88344,2,0.2813679
00:00:45,-31.47162,-136.1,-55.88344,2,0.332688
00:00:50,-31.47162,-136.1,-55.88344,2,0.38283
00:00:56,-31.47162,-136.1,-55.88344,2,0.4340777
00:01:01,-31.47162,-136.1,-55.88344,2,0.4866606
00:01:06,-31.47162,-136.1,-55.88344,2,0.5376945
00:01:11,-31.47162,-136.1,-55.88344,2,0.5897099
00:01:16,-31.47162,-136.1,-55.88344,2,0.6411048
00:01:21,-31.47162,-136.1,-55.88344,2,0.6918879
00:01:26,-31.47162,-136.1,-55.88344,2,0.7429355
00:01:32,-31.47162,-136.1,-55.88344,2,0.7931908
00:01:37,-31.47162,-136.1,-55.88344,2,0.8438357
00:01:42,-31.47162,-136.1,-55.88344,2,0.8941763
00:01:47,-31.47162,-136.1,-55.88344,2,0.9448397
00:01:52,-31.47162,-136.1,-55.88344,2,0.9954622
00:01:57,21.53312,-126.5831,-50.18312,2,0.9116963
00:02:02,89.72973,-140.6134,-36.88665,2,0.810714
00:02:07,144.874,-170.3262,-20.58271,2,0.7089887
00:02:12,179.0841,-104.7371,-5.247138,2,0.6082584
00:02:17,238.712,-102.9189,21.86813,2,0.5049573
