TimeString,X,Y,Z,Speed,BatteryStatus,Node,Edge
00:00:05,-83.0486,-68.52045,-7.277008,2,0.8477442,Node (6),Edge (10)
00:00:10,-44.70877,-117.8622,-45.61255,2,0.6940916,Node (6),Edge (10)
00:00:15,15.65404,-127.5478,-48.9786,2,0.5415396,Node (2),Edge (2)
00:00:20,85.86042,-136.903,-35.92821,2,0.3877992,Node (2),Edge (2)
00:00:25,142.4,-179.2,-19.5,2,0.2475598,Node (3),-
00:00:30,142.4,-179.2,-19.5,2,0.297526,Node (3),-
00:00:35,142.4,-179.2,-19.5,2,0.3477704,Node (3),-
00:00:40,142.4,-179.2,-19.5,2,0.3978566,Node (3),-
00:00:45,142.4,-179.2,-19.5,2,0.4491385,Node (3),-
00:00:50,142.4,-179.2,-19.5,2,0.4995221,Node (3),-
00:00:55,142.4,-179.2,-19.5,2,0.5500609,Node (3),-
00:01:01,142.4,-179.2,-19.5,2,0.6013972,Node (3),-
00:01:06,142.4,-179.2,-19.5,2,0.6530235,Node (3),-
00:01:11,142.4,-179.2,-19.5,2,0.7041224,Node (3),-
00:01:16,142.4,-179.2,-19.5,2,0.754216,Node (3),-
00:01:21,142.4,-179.2,-19.5,2,0.8049042,Node (3),-
00:01:26,142.4,-179.2,-19.5,2,0.8564003,Node (3),-
00:01:31,142.4,-179.2,-19.5,2,0.9078922,Node (3),-
00:01:36,142.4,-179.2,-19.5,2,0.9581542,Node (3),-
00:01:41,146.3383,-171.4502,-17.73456,2,0.985791,Node (3),Edge (9)
00:01:46,180.1828,-104.8503,-2.562862,2,0.8838598,Node (3),Edge (9)
