TimeString,X,Y,Z,Speed,BatteryStatus,Node,Edge
00:00:05,-82.96092,-68.52045,-4.44994,2,0.8477442,Node (6),Edge (10)
00:00:10,-44.72535,-117.8622,-42.78417,2,0.6940916,Node (6),Edge (10)
00:00:15,13.39848,-127.5478,-47.27201,2,0.5415396,Node (2),Edge (2)
00:00:20,83.38181,-136.903,-34.56568,2,0.3877992,Node (2),Edge (2)
00:00:25,139.9214,-179.2,-18.13748,2,0.2475598,Node (3),-
00:00:30,139.9214,-179.2,-18.13748,2,0.297526,Node (3),-
00:00:35,139.9214,-179.2,-18.13748,2,0.3477704,Node (3),-
00:00:40,139.9214,-179.2,-18.13748,2,0.3978566,Node (3),-
00:00:45,139.9214,-179.2,-18.13748,2,0.4491385,Node (3),-
00:00:50,139.9214,-179.2,-18.13748,2,0.4995221,Node (3),-
00:00:55,139.9214,-179.2,-18.13748,2,0.5500609,Node (3),-
00:01:01,139.9214,-179.2,-18.13748,2,0.6013972,Node (3),-
00:01:06,139.9214,-179.2,-18.13748,2,0.6530235,Node (3),-
00:01:11,139.9214,-179.2,-18.13748,2,0.7041224,Node (3),-
00:01:16,139.9214,-179.2,-18.13748,2,0.754216,Node (3),-
00:01:21,139.9214,-179.2,-18.13748,2,0.8049042,Node (3),-
00:01:26,139.9214,-179.2,-18.13748,2,0.8564003,Node (3),-
00:01:31,139.9214,-179.2,-18.13748,2,0.9078922,Node (3),-
00:01:36,139.9214,-179.2,-18.13748,2,0.9581542,Node (3),-
00:01:41,143.6951,-171.4502,-16.72766,2,0.985791,Node (3),Edge (9)
00:01:46,177.5397,-104.8503,-1.555954,2,0.8838598,Node (3),Edge (9)
