TimeString,X,Y,Z,Speed,BatteryStatus,Node,Edge
00:00:05,-82.12997,-68.4181,-5.334084,2,0.8453089,Node (6),Edge (10)
00:00:10,-43.11649,-120.3412,-44.37428,2,0.6896201,Node (6),Edge (10)
00:00:15,16.20136,-127.1913,-46.88366,2,0.5386004,Node (2),Edge (2)
00:00:20,85.00334,-138.053,-34.09453,2,0.3860428,Node (2),Edge (2)
00:00:25,144.8786,-179.2,-20.86253,2,0.2462425,Node (3),-
00:00:30,144.8786,-179.2,-20.86253,2,0.2953225,Node (3),-
00:00:35,144.8786,-179.2,-20.86253,2,0.3451945,Node (3),-
00:00:40,144.8786,-179.2,-20.86253,2,0.3954587,Node (3),-
00:00:45,144.8786,-179.2,-20.86253,2,0.4458511,Node (3),-
00:00:50,144.8786,-179.2,-20.86253,2,0.4957505,Node (3),-
00:00:55,144.8786,-179.2,-20.86253,2,0.5473872,Node (3),-
00:01:01,144.8786,-179.2,-20.86253,2,0.5994594,Node (3),-
00:01:06,144.8786,-179.2,-20.86253,2,0.650856,Node (3),-
00:01:11,144.8786,-179.2,-20.86253,2,0.7033693,Node (3),-
00:01:16,144.8786,-179.2,-20.86253,2,0.7540289,Node (3),-
00:01:21,144.8786,-179.2,-20.86253,2,0.8049856,Node (3),-
00:01:26,144.8786,-179.2,-20.86253,2,0.8564057,Node (3),-
00:01:31,144.8786,-179.2,-20.86253,2,0.9080408,Node (3),-
00:01:37,144.8786,-179.2,-20.86253,2,0.9595612,Node (3),-
00:01:42,143.0014,-172.8154,-17.03867,2,0.9888408,Node (3),Edge (9)
00:01:47,178.2649,-103.4232,-1.230858,2,0.8827096,Node (3),Edge (9)
00:01:52,197.6739,-96.09811,7.562936,2,0.7772205,Node (3),Edge (9)
00:01:58,245.1864,-103.4096,24.81759,2,0.6729464,Node (3),Edge (9)
